EDA_mean,EDA_std,EDA_sum,EDA_min,EDA_max,EDA_median,EDA_range,EDA_kurtosis,EDA_skewness,EDA_slope,EDA_auc,BVP_mean,BVP_std,BVP_sum,BVP_min,BVP_max,BVP_median,BVP_range,BVP_kurtosis,BVP_skewness,TEMP_mean,TEMP_std,TEMP_sum,TEMP_min,TEMP_max,TEMP_median,TEMP_range,TEMP_kurtosis,TEMP_skewness,TEMP_slope,ACC_X_mean,ACC_X_std,ACC_X_sum,ACC_X_min,ACC_X_max,ACC_X_median,ACC_X_range,ACC_X_kurtosis,ACC_X_skewness,ACC_X_auc,ACC_X_mean_peaks,ACC_Y_mean,ACC_Y_std,ACC_Y_sum,ACC_Y_min,ACC_Y_max,ACC_Y_median,ACC_Y_range,ACC_Y_kurtosis,ACC_Y_skewness,ACC_Y_auc,ACC_Y_mean_peaks,ACC_Z_mean,ACC_Z_std,ACC_Z_sum,ACC_Z_min,ACC_Z_max,ACC_Z_median,ACC_Z_range,ACC_Z_kurtosis,ACC_Z_skewness,ACC_Z_auc,ACC_Z_mean_peaks,label
1.2803339999999999,0.5754208479299137,81.94137599999999,0.0,2.109136,1.193533,2.109136,-0.14102180399155495,-0.4078843573182441,0.029285534432234427,80.88680800000004,39.06390625,50.28960025713883,2500.09,-0.05,177.32,13.45,177.37,0.5604084409466981,1.3461925801901176,322.65109375000003,131.70104096341922,20649.670000000002,35.83,382.18,382.18,346.35,1.0257289879931362,-1.739462269781422,-4.622757554945053,-28.375,0.48795003647426743,-1816.0,-29.0,-28.0,-28.0,1.0,-1.7333333333333334,-0.5163977794943223,-1788.0,34.333333333333336,-24.0,0.2519763153394851,-1536.0,-25.0,-23.0,-24.0,2.0,13.0,0.0,-1512.0,3.0,49.9375,0.2439750182371335,3196.0,49.0,50.0,50.0,1.0,11.066666666666666,-3.6147844564602556,3146.0,22.0,0.0
1.31328925,0.5611499967841549,84.050512,0.0,2.109136,1.193533,2.109136,-0.13117333141887766,-0.3760145254114002,0.028575663003663,82.99594400000005,42.05078125,53.5071350324418,2691.25,-0.05,191.17,14.205,191.22,0.5100430667577451,1.3224273330256426,317.239375,136.25336136089584,20303.32,35.83,382.18,382.18,346.35,0.5641025641025639,-1.6012815380508714,-4.947857142857143,-28.375,0.48795003647426743,-1816.0,-29.0,-28.0,-28.0,1.0,-1.7333333333333334,-0.5163977794943223,-1788.0,33.333333333333336,-24.0,0.2519763153394851,-1536.0,-25.0,-23.0,-24.0,2.0,13.0,0.0,-1512.0,2.0,49.9375,0.2439750182371335,3196.0,49.0,50.0,50.0,1.0,11.066666666666666,-3.6147844564602556,3146.0,21.0,0.0
1.3462445,0.5444840776496298,86.159648,0.0,2.109136,1.193533,2.109136,-0.17979014428443296,-0.32039660375742907,0.027769219413919414,85.10508000000004,45.27484375,57.03401983923996,2897.59,-0.05,206.35,15.305,206.4,0.5068190811003181,1.3097091748335277,311.82765625,140.44675018410643,19956.97,35.83,382.18,382.18,346.35,0.17797888386123573,-1.4757977110231721,-5.257098214285712,-28.375,0.48795003647426743,-1816.0,-29.0,-28.0,-28.0,1.0,-1.7333333333333334,-0.5163977794943223,-1788.0,32.333333333333336,-24.0,0.2519763153394851,-1536.0,-25.0,-23.0,-24.0,2.0,13.0,0.0,-1512.0,1.0,49.9375,0.2439750182371335,3196.0,49.0,50.0,50.0,1.0,11.066666666666666,-3.6147844564602556,3146.0,20.0,0.0
4.1718294062500005,0.008002119375519085,266.99708200000003,4.156246,4.183132,4.170329,0.0268859999999993,-1.0492770492209367,-0.009322915564583187,0.00041208044871795217,262.827393,-0.7278124999999996,5.866062325134107,-46.57999999999998,-10.8,9.52,-1.9449999999999998,20.32,-0.8976803657538759,0.12029195489608124,35.8103125,0.0024999628549976735,2291.86,35.81,35.83,35.81,0.01999999999999602,59.0158730158758,7.811265775524303,-2.8846153845926898e-05,-28.875,0.37796447300921365,-1848.0,-30.0,-28.0,-29.0,2.0,2.4444444444444446,1.3333333333333333,-1819.0,31.0,-23.96875,0.1753680936030515,-1534.0,-24.0,-23.0,-24.0,1.0,27.032258064516128,5.388159060803248,-1510.0,61.0,49.578125,0.49776285231307876,3173.0,49.0,50.0,50.0,1.0,-1.8998998998999,-0.31638599858416633,3123.5,37.25,0.0
4.1727296250000006,0.00813420158428274,267.05469600000004,4.161367,4.192095,4.17417,0.030727999999999867,-0.8687406314460695,0.0919620865115036,0.00041762179487181227,262.877965,-0.8364062499999996,5.966582964877175,-53.52999999999997,-10.8,9.52,-1.9449999999999998,20.32,-0.9659313371748013,0.1211861441993354,35.8096875,0.002499962854913528,2291.82,35.79,35.81,35.81,0.020000000000003126,59.01587301587723,-7.8112657755244355,-2.8846153846099456e-05,-28.90625,0.38704210016686347,-1850.0,-30.0,-28.0,-29.0,2.0,2.9371518793035394,0.9086406235021025,-1821.0,29.0,-23.96875,0.1753680936030515,-1534.0,-24.0,-23.0,-24.0,1.0,27.032258064516128,5.388159060803248,-1510.0,59.0,49.5625,0.49999999999999445,3172.0,49.0,50.0,50.0,1.0,-1.9365079365079365,-0.25197631533948484,3123.0,35.25,0.0
4.17320975,0.008356695872521074,267.085424,4.161367,4.192095,4.17417,0.030727999999999867,-0.731838477720161,0.150200840768109,0.00042864395604397357,262.90869299999997,-0.8828124999999996,6.0081200262625245,-56.49999999999997,-10.8,9.52,-1.9449999999999998,20.32,-0.9945432399465632,0.12310949947433263,35.809375,0.003507335395613582,2291.8,35.79,35.81,35.81,0.020000000000003126,27.032258064520256,-5.3881590608038215,-5.677655677627167e-05,-28.90625,0.38704210016686347,-1850.0,-30.0,-28.0,-29.0,2.0,2.9371518793035394,0.9086406235021025,-1821.0,28.0,-23.96875,0.1753680936030515,-1534.0,-24.0,-23.0,-24.0,1.0,27.032258064516128,5.388159060803248,-1510.0,58.0,49.5625,0.49999999999999445,3172.0,49.0,50.0,50.0,1.0,-1.9365079365079365,-0.25197631533948484,3123.0,34.25,0.0
4.173689875,0.008546059809695306,267.116152,4.161367,4.192095,4.17417,0.030727999999999867,-0.6625095608794105,0.18559617348069607,0.0004382591575091686,262.939421,-0.9304687499999996,6.048502223017024,-59.549999999999976,-10.8,9.52,-1.9449999999999998,20.32,-1.0232264514840572,0.12708615115047908,35.8090625,0.00426081872182913,2291.78,35.79,35.81,35.81,0.020000000000003126,16.382513661206243,-4.287483371537232,-8.379120879119978e-05,-28.90625,0.38704210016686347,-1850.0,-30.0,-28.0,-29.0,2.0,2.9371518793035394,0.9086406235021025,-1821.0,27.0,-23.96875,0.1753680936030515,-1534.0,-24.0,-23.0,-24.0,1.0,27.032258064516128,5.388159060803248,-1510.0,57.0,49.5625,0.49999999999999445,3172.0,49.0,50.0,50.0,1.0,-1.9365079365079365,-0.25197631533948484,3123.0,33.25,0.0
4.17417,0.008704455899651872,267.14688,4.161367,4.192095,4.17417,0.030727999999999867,-0.6347290186381205,0.20532645007260106,0.00044646739926741257,262.970149,-0.9834374999999996,6.0891822420552435,-62.939999999999976,-10.8,9.52,-1.9449999999999998,20.32,-1.0535206438373235,0.13482396040114294,35.80875,0.004879481333588886,2291.76,35.79,35.81,35.81,0.020000000000003126,11.066666666670644,-3.6147844564610816,-0.00010989010989010547,-28.90625,0.38704210016686347,-1850.0,-30.0,-28.0,-29.0,2.0,2.9371518793035394,0.9086406235021025,-1821.0,26.0,-23.96875,0.1753680936030515,-1534.0,-24.0,-23.0,-24.0,1.0,27.032258064516128,5.388159060803248,-1510.0,56.0,49.5625,0.49999999999999445,3172.0,49.0,50.0,50.0,1.0,-1.9365079365079365,-0.25197631533948484,3122.5,36.57142857142857,0.0
4.174650124999999,0.008833550170803117,267.17760799999996,4.161367,4.192095,4.17417,0.030727999999999867,-0.6327310972037585,0.21432877317518173,0.00045326868131868815,263.000877,-1.0418749999999997,6.128707591818077,-66.67999999999998,-10.8,9.52,-1.9449999999999998,20.32,-1.0839464530639726,0.14706952345086532,35.8084375,0.005409777009358349,2291.74,35.79,35.81,35.81,0.020000000000003126,7.884745762715768,-3.1440015525946743,-0.00013507326007320005,-28.90625,0.38704210016686347,-1850.0,-30.0,-28.0,-29.0,2.0,2.9371518793035394,0.9086406235021025,-1821.0,25.0,-23.96875,0.1753680936030515,-1534.0,-24.0,-23.0,-24.0,1.0,27.032258064516128,5.388159060803248,-1510.0,55.0,49.5625,0.49999999999999445,3172.0,49.0,50.0,50.0,1.0,-1.9365079365079365,-0.25197631533948484,3122.0,35.57142857142857,0.0
4.17513025,0.008934612840197585,267.208336,4.161367,4.192095,4.17417,0.030727999999999867,-0.6468992850144248,0.21614780797438007,0.00045866300366299547,263.03160499999996,-1.1007812499999996,6.164084994902451,-70.44999999999997,-10.8,9.52,-1.9449999999999998,20.32,-1.1113936708274934,0.16216672984938557,35.808125,0.005875680709390953,2291.72,35.79,35.81,35.81,0.020000000000003126,5.770114942532558,-2.787492590579295,-0.00015934065934050708,-28.90625,0.38704210016686347,-1850.0,-30.0,-28.0,-29.0,2.0,2.9371518793035394,0.9086406235021025,-1821.0,24.0,-23.96875,0.1753680936030515,-1534.0,-24.0,-23.0,-24.0,1.0,27.032258064516128,5.388159060803248,-1510.0,54.0,49.5625,0.49999999999999445,3172.0,49.0,50.0,50.0,1.0,-1.9365079365079365,-0.25197631533948484,3122.0,34.57142857142857,0.0
4.175610375,0.009008587373243766,267.239064,4.161367,4.192095,4.17417,0.030727999999999867,-0.6714857854729797,0.21345508678762948,0.00046265036630039165,263.06233299999997,-1.1512499999999997,6.192043153327922,-73.67999999999998,-10.8,9.52,-1.9449999999999998,20.32,-1.1330805334120566,0.17653506700146157,35.807812500000004,0.006291513936090646,2291.7000000000003,35.79,35.81,35.81,0.020000000000003126,4.26566416040474,-2.5031308716099145,-0.0001826923076922663,-28.90625,0.38704210016686347,-1850.0,-30.0,-28.0,-29.0,2.0,2.9371518793035394,0.9086406235021025,-1821.0,23.0,-23.96875,0.1753680936030515,-1534.0,-24.0,-23.0,-24.0,1.0,27.032258064516128,5.388159060803248,-1510.0,53.0,49.5625,0.49999999999999445,3172.0,49.0,50.0,50.0,1.0,-1.9365079365079365,-0.25197631533948484,3122.0,33.57142857142857,0.0
4.1760905,0.009056137597868429,267.269792,4.161367,4.192095,4.17417,0.030727999999999867,-0.7033274948720645,0.20838478319640868,0.00046523076923077095,263.093061,-1.1839062499999995,6.209256944318863,-75.76999999999997,-10.8,9.52,-1.9449999999999998,20.32,-1.1465256150572933,0.18643944670344031,35.807500000000005,0.006666652737238223,2291.6800000000003,35.79,35.81,35.81,0.020000000000003126,3.142857142860797,-2.2677868380565718,-0.00020512820512789406,-28.90625,0.38704210016686347,-1850.0,-30.0,-28.0,-29.0,2.0,2.9371518793035394,0.9086406235021025,-1821.5,29.333333333333332,-23.96875,0.1753680936030515,-1534.0,-24.0,-23.0,-24.0,1.0,27.032258064516128,5.388159060803248,-1510.0,52.0,49.5625,0.49999999999999445,3172.0,49.0,50.0,50.0,1.0,-1.9365079365079365,-0.25197631533948484,3122.0,32.57142857142857,0.0
4.176570625,0.009077678766882034,267.30052,4.161367,4.192095,4.17417,0.030727999999999867,-0.7411404364495024,0.20276627732768804,0.0004664042124542462,263.123789,-1.1939062499999997,6.214279413252099,-76.40999999999998,-10.8,9.52,-1.9449999999999998,20.32,-1.1504814255161355,0.18963797678458336,35.807187500000005,0.007007635630611513,2291.6600000000003,35.79,35.81,35.81,0.020000000000003126,2.27474747475104,-2.0675462448885686,-0.00022664835164792885,-28.921875,0.3696711322672285,-1851.0,-30.0,-28.0,-29.0,2.0,3.700310605037533,0.9347573798844768,-1822.5,28.333333333333332,-23.96875,0.1753680936030515,-1534.0,-24.0,-23.0,-24.0,1.0,27.032258064516128,5.388159060803248,-1510.0,51.0,49.546875,0.5017331074496733,3171.0,49.0,50.0,50.0,1.0,-1.9645320197044336,-0.18832944617230335,3121.5,35.125,0.0
4.17705075,0.009073396126638107,267.331248,4.161367,4.192095,4.17417,0.030727999999999867,-0.7851811293612636,0.19830102200149735,0.0004661706959707375,263.154517,-1.1832812499999994,6.209376947677585,-75.72999999999996,-10.8,9.52,-1.9449999999999998,20.32,-1.1466030163722474,0.18599988996123165,35.806875000000005,0.007319237859606228,2291.6400000000003,35.79,35.81,35.81,0.020000000000003126,1.5851851851886574,-1.8934585248138909,-0.00024725274725241587,-28.9375,0.35073618720608424,-1852.0,-30.0,-28.0,-29.0,2.0,4.655567117585848,0.9385825460754044,-1823.0,27.333333333333332,-23.96875,0.1753680936030515,-1534.0,-24.0,-23.0,-24.0,1.0,27.032258064516128,5.388159060803248,-1510.0,50.0,49.53125,0.5029673851018418,3170.0,49.0,50.0,50.0,1.0,-1.9843137254901961,-0.1252448582170299,3121.0,34.125,0.0
4.177530875,0.00904325298883635,267.361976,4.161367,4.192095,4.17417,0.030727999999999867,-0.8371757724305806,0.19671496646143108,0.00046453021978021524,263.18524499999995,-1.1606249999999996,6.200351980534369,-74.27999999999997,-10.8,9.52,-1.9449999999999998,20.32,-1.1394644799249427,0.17752788771499836,35.806562500000005,0.007605071719659014,2291.6200000000003,35.79,35.81,35.81,0.020000000000003126,1.0257289879965183,-1.7394622697828803,-0.00026694139194153297,-28.9375,0.35073618720608424,-1852.0,-30.0,-28.0,-29.0,2.0,4.655567117585848,0.9385825460754044,-1823.0,26.333333333333332,-23.96875,0.1753680936030515,-1534.0,-24.0,-23.0,-24.0,1.0,27.032258064516128,5.388159060803248,-1510.0,49.0,49.546875,0.5017331074496733,3171.0,49.0,50.0,50.0,1.0,-1.9645320197044336,-0.18832944617230335,3121.5,33.125,0.0
4.178011,0.008986989142216618,267.392704,4.161367,4.192095,4.17417,0.030727999999999867,-0.9004894325970478,0.19991085774834683,0.0004614827838827992,263.21597299999996,-1.1373437499999994,6.1927336431639946,-72.78999999999996,-10.8,9.52,-1.9449999999999998,20.32,-1.1335081235777915,0.16805777277898531,35.806250000000006,0.007867946121981804,2291.6000000000004,35.79,35.81,35.81,0.020000000000003126,0.5641025641058448,-1.6012815380524072,-0.0002857142857140724,-28.9375,0.35073618720608424,-1852.0,-30.0,-28.0,-29.0,2.0,4.655567117585848,0.9385825460754044,-1823.0,25.333333333333332,-23.96875,0.1753680936030515,-1534.0,-24.0,-23.0,-24.0,1.0,27.032258064516128,5.388159060803248,-1510.0,48.0,49.5625,0.49999999999999445,3172.0,49.0,50.0,50.0,1.0,-1.9365079365079365,-0.25197631533948484,3122.0,36.42857142857143,0.0
4.178491125,0.008904109441014125,267.423432,4.161367,4.192095,4.17417,0.030727999999999867,-0.9805664896442963,0.2101442104563425,0.00045702838827838904,263.246701,-1.1229687499999996,6.188983474160289,-71.86999999999998,-10.8,9.52,-1.9449999999999998,20.32,-1.1307021313632044,0.16182002831364642,35.8059375,0.008110093945032261,2291.58,35.79,35.81,35.81,0.020000000000003126,0.17797888385920047,-1.4757977110221383,-0.00030357142857132755,-28.9375,0.35073618720608424,-1852.0,-30.0,-28.0,-29.0,2.0,4.655567117585848,0.9385825460754044,-1823.0,24.333333333333332,-23.96875,0.1753680936030515,-1534.0,-24.0,-23.0,-24.0,1.0,27.032258064516128,5.388159060803248,-1510.0,47.0,49.5625,0.49999999999999445,3172.0,49.0,50.0,50.0,1.0,-1.9365079365079365,-0.25197631533948484,3122.0,35.42857142857143,0.0
4.17897125,0.008793861376313062,267.45416,4.161367,4.192095,4.17417,0.030727999999999867,-1.0857421000072338,0.23025229376571935,0.0004511670329670314,263.277429,-1.1206249999999995,6.188493643157869,-71.71999999999997,-10.8,9.52,-1.9449999999999998,20.32,-1.1303701913619388,0.1607625013573818,35.805625,0.008333322189719803,2291.56,35.79,35.81,35.81,0.020000000000003126,-0.14857142856835814,-1.36067210283491,-0.00032051282051281173,-28.9375,0.35073618720608424,-1852.0,-30.0,-28.0,-29.0,2.0,4.655567117585848,0.9385825460754044,-1823.0,23.333333333333332,-23.96875,0.1753680936030515,-1534.0,-24.0,-23.0,-24.0,1.0,27.032258064516128,5.388159060803248,-1510.0,46.0,49.5625,0.49999999999999445,3172.0,49.0,50.0,50.0,1.0,-1.9365079365079365,-0.25197631533948484,3122.0,34.42857142857143,0.0
4.179451375,0.008655199174316036,267.484888,4.161367,4.192095,4.17417,0.030727999999999867,-1.2286284073202458,0.2639791784225938,0.00044389871794878183,263.308157,-1.1256249999999994,6.189336419797933,-72.03999999999996,-10.8,9.52,-1.99,20.32,-1.1308454637375434,0.16307033056182046,35.8053125,0.008539114763234589,2291.54,35.79,35.81,35.81,0.020000000000003126,-0.42721088435499155,-1.2541088930568924,-0.0003365384615381075,-28.921875,0.3696711322672285,-1851.0,-30.0,-28.0,-29.0,2.0,3.700310605037533,0.9347573798844768,-1822.5,22.333333333333332,-23.96875,0.1753680936030515,-1534.0,-24.0,-23.0,-24.0,1.0,27.032258064516128,5.388159060803248,-1510.0,45.0,49.5625,0.49999999999999445,3172.0,49.0,50.0,50.0,1.0,-1.9365079365079365,-0.25197631533948484,3122.0,33.42857142857143,0.0
4.1799314999999995,0.008486730198454978,267.51561599999997,4.170329,4.192095,4.178651,0.021766000000000396,-1.4284632119722005,0.3164672401970482,0.0004352234432234546,263.334404,-1.1282812499999997,6.189675621595369,-72.20999999999998,-10.8,9.52,-2.035,20.32,-1.1309684052807374,0.16432014380565346,35.805,0.008728704970572236,2291.52,35.79,35.81,35.81,0.020000000000003126,-0.6666666666676142,-1.1547005383786362,-0.00035164835164813057,-28.90625,0.38704210016686347,-1850.0,-30.0,-28.0,-29.0,2.0,2.9371518793035394,0.9086406235021025,-1822.0,32.0,-23.96875,0.1753680936030515,-1534.0,-24.0,-23.0,-24.0,1.0,27.032258064516128,5.388159060803248,-1510.0,44.0,49.5625,0.49999999999999445,3172.0,49.0,50.0,50.0,1.0,-1.9365079365079365,-0.25197631533948484,3122.0,32.42857142857143,0.0
4.180371609375,0.00870831132765554,267.543783,4.170329,4.198496,4.183132,0.02816699999999983,-1.3532578883723398,0.31642012904646283,0.0004477097298535126,263.35937049999995,-1.1187499999999995,6.188938032346967,-71.59999999999997,-10.8,9.52,-2.035,20.32,-1.1310874858354452,0.15975296780690887,35.8046875,0.008903127949686052,2291.5,35.79,35.81,35.81,0.020000000000003126,-0.8735919899881779,-1.0613237065153474,-0.0003658424908425372,-28.90625,0.38704210016686347,-1850.0,-30.0,-28.0,-29.0,2.0,2.9371518793035394,0.9086406235021025,-1822.0,31.0,-23.96875,0.1753680936030515,-1534.0,-24.0,-23.0,-24.0,1.0,27.032258064516128,5.388159060803248,-1510.0,43.0,49.5625,0.49999999999999445,3172.0,49.0,50.0,50.0,1.0,-1.9365079365079365,-0.25197631533948484,3122.0,31.428571428571427,0.0
