HR_mean,HR_std,HR_max,HR_min,HR_sum,HR_skew,HR_kurtosis,respr_mean,respr_std,respr_max,respr_min,respr_sum,respr_skew,respr_kurtosis,label
-0.74356473133439,0.01952016886718307,-0.7214946158801754,-0.7764735511753719,-7.4356473133439005,-0.39413228679655554,-1.255799211213405,-0.6722789458938847,0.04133520287322652,-0.5981961670500953,-0.7324995494218592,-6.722789458938847,0.23639608939983897,-1.0060854032698654,0
-0.7909251570243946,0.027857716227375342,-0.7536965636959329,-0.8400920334455276,-7.909251570243946,-0.33732560131384876,-1.1734746836338223,-0.8558973618624298,0.056136528623818974,-0.7563069630654392,-0.9514788569860848,-8.558973618624298,0.07601631851454725,-0.7112677247422594,0
-0.9059096731274906,0.02461691467727884,-0.858941954118166,-0.9304145700019208,-9.059096731274906,0.6128462498113121,-0.9753686795320289,-0.9019633842131201,0.053983700696980004,-0.7932114281632558,-0.978596216464692,-9.019633842131201,0.6231567093356355,-0.5192857405914553,0
-0.8772420854378529,0.03112467399153038,-0.8353795532773678,-0.9241312631110414,-8.77242085437853,-0.1334714085090856,-1.4270000563303913,-0.6949514056696168,0.03964261764835738,-0.6245363650500608,-0.7661963042264447,-6.9495140566961675,-0.03674182026299127,-0.6627542801205157,0
-0.8440976415884631,0.016117057270689683,-0.8259545929410481,-0.8746502213453651,-8.44097641588463,-0.6809389950335293,-0.8820581529584186,-0.7255722568189598,0.04230333835508073,-0.6478969943080415,-0.7820168825448722,-7.255722568189598,0.30580191198283196,-0.9809263292481574,0
-0.7771018818644594,0.054406871005413436,-0.692434321509857,-0.858941954118166,-7.771018818644594,0.03700813367710187,-1.3115476526356236,-0.8754269557219514,0.05710618598971862,-0.8055189978746391,-0.9733898756842535,-8.754269557219514,-0.3432894711751194,-1.2684024947464532,0
-0.6018761609450556,0.05348434321170264,-0.50786218159027,-0.676726054282659,-6.018761609450556,0.3031891450307302,-1.0906283796514074,-1.0985433696001485,0.06420432631938205,-0.9967601070666204,-1.1979472985884787,-10.985433696001484,0.029648771207041597,-1.2232108004521138,0
-0.3242325377043146,0.11332935118615213,-0.13714707502837534,-0.4858706074721914,-3.2423253770431457,0.17574893707634562,-1.245639773830352,-1.2651528482870091,0.04914575705253707,-1.1920482950239963,-1.3483491363873192,-12.651528482870091,-0.2454478026195464,-1.170970241171995,0
0.03941384860534078,0.08263115950917559,0.16209541564976446,-0.09552016687629808,0.3941384860534078,-0.0926874656328102,-1.2457185544167297,-1.2457137414992687,0.06028790768254524,-1.123950019029889,-1.3174701259686505,-12.457137414992687,0.7526205815346826,-0.6581566283012159,0
0.26741934740813345,0.06218911724261344,0.3757278499396698,0.1778036828769636,2.6741934740813345,0.2444585577557054,-1.101496257291237,-1.0502668264372164,0.02519515567664211,-1.0090393775939792,-1.093704582876292,-10.502668264372163,-0.08706988783995753,-1.0468705988810403,0
0.5453771359934182,0.0891359391829216,0.6781119940632487,0.40714438439406814,5.453771359934182,-0.07860570767209739,-1.3070501776445385,-1.1279646583721916,0.04842583490657755,-1.0469264403906346,-1.1983400944141969,-11.279646583721917,0.2213120176647075,-1.2319344614206582,0
0.6545495932224508,0.009884981794384214,0.6757557539791689,0.645124632886132,6.545495932224508,1.003724032554981,-0.3206018518518037,-1.183202776479615,0.03493031241827546,-1.1301354564268902,-1.2386136160247614,-11.83202776479615,-0.010818536897416752,-1.2709544229756398,0
0.605775423481998,0.02935691917951462,0.645124632886132,0.5563729230524572,6.0577542348199795,-0.23033282398999116,-1.2252624394447524,-1.0114395910817593,0.06122399582070947,-0.9022161180359601,-1.11396225855601,-10.114395910817592,0.12062821866717832,-0.8200443697458706,0
0.4646366424456156,0.05324940407800586,0.5485187894388582,0.38201115683054926,4.646366424456156,-0.0047521401064219955,-1.2186613182348236,-0.8192718438946107,0.031363839925084236,-0.774496439635731,-0.8841099583603402,-8.192718438946107,-0.6672747842204687,-0.3802405140282139,0
0.33245157372873674,0.030583657436256902,0.3741570232169502,0.2854053133832755,3.3245157372873675,-0.18865714837373573,-1.4298140187525623,-0.8899335778621431,0.024139115890964853,-0.8457750327856551,-0.9322527350670761,-8.899335778621431,0.08100695668318618,-0.6126186519705001,0
0.31006729292997814,0.015483603229142403,0.3380280085943921,0.28776155346735544,3.1006729292997814,0.3417768243081871,-0.9962058526373028,-0.9422033688039125,0.03621924933956842,-0.8909387774845373,-1.0057228481485398,-9.422033688039125,-0.355915070445793,-1.125142202952617,0
0.4167264274026589,0.0479498555807551,0.5037502278413407,0.35216544909887165,4.167264274026589,0.39544242298890847,-1.0228853827950843,-1.080809773827957,0.03894138341026169,-1.0217119068186937,-1.1453362791682777,-10.808097738279569,-0.17563133916016152,-1.1900880895761288,0
0.6691582817437459,0.08543131435259385,0.8022073051581213,0.5312396954889396,6.691582817437459,-0.05021686279912301,-1.171293965432277,-1.1511468599699974,0.03857186395743743,-1.0878257240763547,-1.2051311796516397,-11.511468599699974,0.33990398069263955,-1.2827804511427234,0
0.9851300770188522,0.09888379173052157,1.1438621173496974,0.8336238396125185,9.851300770188523,0.07258851415662475,-1.2122968939886751,-0.9933895998944647,0.06246198785490031,-0.8850323532013621,-1.079531645391681,-9.933895998944648,0.22189185619082524,-1.1330544836689822,0
1.3365240148912925,0.09793260591094576,1.4870877562639946,1.1792057186108953,13.365240148912925,-0.03235002545560058,-1.1969435050993047,-0.9288101011682823,0.012084797509395314,-0.8999986723685779,-0.9443902979351627,-9.288101011682823,1.1999460234805746,0.7560274203141666,0
1.6283050786365123,0.07796017930723548,1.7596261926558958,1.5122209838275122,16.283050786365123,0.19926848131060237,-1.1551336381939719,-0.9173496717408156,0.00867609914235445,-0.90046573939538,-0.9286156620887983,-9.173496717408156,0.42703678048543925,-0.838907816084904,0
1.8735896713892237,0.04845236606269768,1.9402712657686834,1.7871156603034934,18.735896713892238,-0.3423640899680804,-1.072338252981831,-0.9671510293017509,0.023668386256915253,-0.9258304354202197,-1.0078148802231075,-9.671510293017509,0.025780317676516736,-0.8039537202885021,0
1.9515026768361303,0.004201043844103548,1.9583357730799624,1.944983745936843,19.515026768361302,-0.2096058590067608,-0.9444499488779967,-1.0561249865038935,0.022252729979400417,-1.0212804858321123,-1.0950421637274328,-10.561249865038935,-0.1679785765805869,-1.0537869620978388,0
1.9388575217182353,0.0035613105013532482,1.9426275058527633,1.929275478709644,19.388575217182353,-1.797190913814292,2.4043664552068496,-1.0697013164250686,0.02702932313113211,-1.038047232866708,-1.1207726120563866,-10.697013164250686,-0.6575456124394098,-0.8729099840752692,0
1.901628928389774,0.016041671348841866,1.9253484119028446,1.8742965434144476,19.01628928389774,-0.2488058384333473,-1.1614720714541957,-1.0274935965515941,0.031117851338581498,-0.9644727077619202,-1.0762030665111781,-10.27493596551594,0.5134591004321758,-0.3932435134511958,0
1.7736065504881027,0.06643111455693315,1.8656569964394882,1.6661620026540624,17.736065504881026,-0.16580585617134114,-1.3069577003033743,-1.025204356538802,0.02716096096172076,-0.9770608761686955,-1.0634916117514523,-10.252043565388021,0.3774072985635853,-1.094791363192397,0
1.5416739848785102,0.06876763820162474,1.641814188451904,1.424254687355198,15.416739848785102,-0.24871748632320032,-1.1546433493426522,-0.9600962687438344,0.03918580712942806,-0.9092145402218119,-1.0247968182514435,-9.600962687438344,-0.3404981130993192,-1.3091600829335106,0
1.2289223843849795,0.11198190580730544,1.3928381529008007,1.0409729670115444,12.289223843849795,-0.19545164760884426,-1.1768221461654789,-0.9394025975269947,0.018457179852471934,-0.9161358696592604,-0.9754776237340959,-9.394025975269948,-0.5638088250960424,-0.6947635324104056,0
0.8291469834527669,0.10282920763617935,0.996204405414028,0.6639745535587703,8.29146983452767,0.028724086504268873,-1.1044611134595448,-1.0390030997285062,0.03287781522649269,-0.9871845042405537,-1.0902050270917214,-10.390030997285063,0.015005328383662671,-1.2239781134202654,0
0.4922831927654857,0.09040459205429703,0.6309871923816525,0.3482383822920721,4.922831927654857,-0.07434632377066791,-1.2287942983501194,-1.085809866393166,0.02803775500343971,-1.0309525973945073,-1.1207977302289471,-10.85809866393166,0.714559557440706,-0.7831534797328614,0
0.17937450959968332,0.07314640276200579,0.31132395430815474,0.08119783942968987,1.793745095996833,0.42743219820635125,-1.0665033142938565,-0.9950405734040677,0.013644812496183878,-0.9682180139166108,-1.0146866331537254,-9.950405734040677,0.33284532382587095,-0.5205947144713488,0
0.03477990977331707,0.012460379382713226,0.06391874547977115,0.02229183732769389,0.3477990977331707,1.2080671423064449,0.41408431184462646,-1.006443749056945,0.02110556066831074,-0.9812318617320014,-1.0456940988227645,-10.064437490569448,-0.5889754127572944,-1.0390532532760444,0
0.07593556990857833,0.028804546482702257,0.12282474758176713,0.03800010455489305,0.7593556990857834,0.24810070526762268,-1.397265556870022,-1.0140082184450203,0.03523664335652142,-0.9589693264946415,-1.066824873514156,-10.140082184450202,0.0872871916112296,-1.2851179757089335,0
0.2188808016760885,0.06578937560268455,0.33488635514895293,0.13460594800216677,2.188808016760885,0.40278164958817403,-1.179813486905827,-1.017265805619229,0.020134693744874865,-0.9800660308790446,-1.0423373980282264,-10.17265805619229,0.47986360318377463,-0.9823812799057157,0
0.4683280852440073,0.06809896192455639,0.5783644971705358,0.3615904094351902,4.683280852440073,0.019008067109423193,-1.1765212260144449,-1.0311668459028087,0.009013935036625637,-1.0182872180593359,-1.0505977067800598,-10.311668459028088,-0.7182064762331785,-0.06970903332946321,0
0.5840194733723276,0.017278379923019126,0.6034977247340547,0.5508750295229382,5.840194733723276,-0.8615440659908186,-0.6999736675280284,-1.0326343474362263,0.01824012926283872,-0.9991237512329882,-1.0505977067800598,-10.326343474362263,0.6220644289117561,-0.9034019203985806,0
0.5105047827490365,0.03383518463375898,0.5469479627161387,0.447985879184785,5.105047827490365,-0.5993943025261512,-1.0777076554317802,-0.9502728390266979,0.03679863667197368,-0.9062350748873202,-1.0148810835587925,-9.502728390266979,-0.37874612799782825,-1.2212144245018803,0
0.3504375397038794,0.061977823823464936,0.4362046787643854,0.23985133842439876,3.5043753970387943,-0.3351143529581854,-1.0804396349996823,-0.8726194309508817,0.01373692384559357,-0.8537106321599165,-0.8852252968115252,-8.726194309508816,0.3984589061962339,-1.5678670360110836,0
0.04671819286598824,0.09945172440167621,0.2052931505245613,-0.10101806040581716,0.4671819286598824,0.09209567642459168,-1.2924994819690059,-0.801186192387013,0.047138745810162766,-0.7192480662624969,-0.8537106321599165,-8.01186192387013,0.33143350950370976,-1.3320642283375732,0
-0.2229142140888814,0.05622572329231009,-0.12850752805341598,-0.30601094772076426,-2.229142140888814,0.14039711511526223,-1.1821014427435095,-0.7740835798017964,0.02122819281346809,-0.7444597979837838,-0.8095901016476648,-7.740835798017964,-0.500887492237104,-0.8983178001664136,0
-0.40481594857984476,0.05407021974272073,-0.3217192149479623,-0.4897976742789909,-4.048159485798448,-0.018446656656130947,-1.2528710714000857,-0.8986415410997699,0.050606352312415975,-0.8095901016476648,-0.9736164316539344,-8.986415410997699,0.31959823582594876,-1.1488176763555054,0
-0.5203502540358932,0.01319611318897137,-0.49765180789259106,-0.5432057828514678,-5.203502540358932,0.08261035574710227,-0.7028328573713876,-0.9093265157646527,0.03911374905726118,-0.8696180383036257,-0.9736164316539344,-9.093265157646528,-0.6874612259581175,-1.1717714412636693,0
-0.5853039390203606,0.04313943213886732,-0.5290683423469882,-0.6586615469713798,-5.853039390203606,-0.3221131315240244,-1.2495637636259604,-0.8332138232048228,0.019242660937298272,-0.8052835537846934,-0.8683128830879109,-8.332138232048228,-0.05453850751483076,-0.8002711182953806,0
-0.7465493021075578,0.033557377561463334,-0.6806531210894584,-0.7890401649571307,-7.465493021075577,0.6501335838011701,-0.7474192656897714,-0.9146544470151493,0.0171963003014932,-0.875516234304826,-0.9322426306777215,-9.146544470151493,1.100585547125418,0.16899045559161285,0
-0.7941453518059703,0.008011601283170168,-0.7827568580662513,-0.8039630188229695,-7.941453518059704,0.135957510686916,-1.5825427698628725,-0.9845919907311533,0.03596439343851157,-0.9070308989564346,-1.0204836917022257,-9.845919907311533,0.9154496003860576,-0.2492852787276143,0
-0.7772589645367318,0.0031806816927389013,-0.7733318977299315,-0.7843276847889709,-7.772589645367318,-0.9847182259278929,0.001189767994940194,-0.9880235880959025,0.0325437039266497,-0.9451986589318088,-1.0292377663108214,-9.880235880959026,-0.06211004667374466,-1.5376828196480723,1
-0.7943809758143785,0.005099746472936549,-0.7843276847889709,-0.80003595201617,-7.943809758143785,0.7104929464679363,-0.8091934943776251,-0.9877584635932711,0.016983838675778195,-0.9788143028682468,-1.029737997598003,-9.877584635932712,-1.6977920850677246,1.1757326162381228,1
-0.7051580179638886,0.03306543611248151,-0.6586615469713798,-0.7631215240322526,-7.0515801796388855,-0.27690802053540947,-1.13314930061433,-1.1203601663448417,0.032145185674906054,-1.050747775673797,-1.1438911151306819,-11.203601663448417,0.9980996622307734,-0.3911936092803874,1
-0.5200360886913493,0.10397357135974973,-0.34449620242740125,-0.6453095198282606,-5.200360886913494,0.3397547103651747,-1.3343348846086727,-1.096310340423512,0.01592557350786819,-1.0680012568556045,-1.1135224418657979,-10.96310340423512,0.3202684663944632,-1.3261820004964473,1
-0.13565478964179145,0.10418765056266092,0.020721010604974312,-0.3052255343594039,-1.3565478964179145,-0.11149916667052247,-1.2119929113767969,-1.207326089822471,0.04178474559935897,-1.1247276532285002,-1.2636923189299714,-12.07326089822471,0.6585099504280855,-0.6513993548171704,1
0.14803651648142127,0.05402530762040815,0.2241430711971996,0.049781304975291575,1.4803651648142127,-0.4019165733361659,-0.9839020222534631,-1.2466744000181025,0.019334702655125158,-1.2321776542783625,-1.2889040506512581,-12.466744000181025,-0.9424283261446383,-0.40518768895098844,1
0.284305734677372,0.023097563471752697,0.3144656077535939,0.23985133842439876,2.8430573467737204,-0.6278970288667675,-0.8024020554611702,-1.159623893100973,0.021339149709782488,-1.1348323577290682,-1.206965924034325,-11.59623893100973,-0.8072295578426865,-0.01722124184488827,1
0.32208411735878545,0.0057507063118497305,0.33017387498079304,0.3128947810308743,3.2208411735878544,-0.1452743587734805,-1.4181409456074245,-1.2073160860338352,0.04096906360770424,-1.1663470223806771,-1.2734968812113139,-12.073160860338351,-0.4369594906179223,-1.3600224017319857,1
0.27943617183694036,0.01945289894780434,0.31525102111495423,0.25791584573567783,2.7943617183694034,0.49231597190797277,-1.1427238261482173,-1.291985484440763,0.02106852174471577,-1.2587900375430907,-1.3197183895311457,-12.91985484440763,0.2670099820596093,-1.1555299820679097,1
0.19948109165049782,0.0616138635617465,0.2618429125424773,0.09533527993416945,1.9948109165049783,-0.42654886249046614,-1.3730190108809457,-1.1881621726811091,0.04412749131632218,-1.1197753501901517,-1.2524871046127688,-11.881621726811092,-0.14377377490767104,-1.2978076235832763,1
-0.02773899379093473,0.06860130498306954,0.07491453253881045,-0.13714707502837534,-0.2773899379093473,-0.0958920304804453,-1.265412442131021,-1.0143635704173821,0.05445321237625882,-0.9199914771402314,-1.088260685538543,-10.143635704173821,0.34705879776285853,-1.117150571808481,1
-0.24309933747583196,0.05129591124463322,-0.15835323578509358,-0.323290041670683,-2.4309933747583194,0.09377142648808408,-1.1206486685179822,-0.8219140195913359,0.04115686136782873,-0.7607628362730293,-0.8947797454189446,-8.21914019591336,-0.25479116172295585,-1.0198974537332834,1
-0.4133769542186684,0.040959212665694904,-0.34056913562060176,-0.47016234024499226,-4.133769542186684,0.37958143813432077,-1.0609104196558594,-0.7031496640164175,0.03536749466140487,-0.6484014603782853,-0.7576113698078688,-7.031496640164176,0.04877004512592056,-1.3255416359102439,1
-0.4973376425480466,0.019708085616679423,-0.4725185803290722,-0.5329954091537877,-4.973376425480466,-0.38514512141064516,-1.1174818910560242,-0.6692629855928929,0.010242539972296875,-0.648242296549296,-0.689466023707604,-6.692629855928929,0.08381988329006909,0.38001560717271987,1
-0.5582857193895787,0.00578013009080773,-0.5432057828514678,-0.5628411168854665,-5.582857193895787,1.7278841540804486,1.8221921370889458,-0.6544952058584828,0.008879518557639807,-0.6371871540803318,-0.6687018187319405,-6.544952058584828,0.20158370434456982,-0.5327172172226207,1
-0.5434414068598754,0.013775218935778908,-0.5251412755401887,-0.5604848768013865,-5.434414068598754,0.07528588913079699,-1.6119513473381262,-0.5984686807567539,0.02979162230535704,-0.5553763550796748,-0.6467370527580417,-5.984686807567539,-0.14861003763924413,-1.282077390322649,1
-0.5268691849351808,0.0031180020166244483,-0.5196433820106696,-0.5298537557083486,-5.268691849351807,1.0687054744428042,0.2881676930608643,-0.5076041273074965,0.03527724306440986,-0.4690862044462616,-0.5783370386223942,-5.076041273074964,-0.7735683353811833,-0.6084754382941666,1
-0.478095015194728,0.02973067100181567,-0.42775001873155577,-0.515716315203869,-4.78095015194728,0.3530897083209704,-1.2959458983335135,-0.5442025195201332,0.020688566880383872,-0.5041024979564752,-0.5752810714394603,-5.4420251952013325,0.36770860682662404,-0.7492748840499033,1
-0.34528161578876104,0.04473547933798503,-0.27066734645956647,-0.4151834049497958,-3.4528161578876104,0.08566708668172665,-1.065585329289835,-0.6101873147558774,0.022065796955513597,-0.5652263964690261,-0.6359092836703731,-6.1018731475587735,0.7204983426745701,-0.6851455012106547,1
-0.27302358654364584,0.00788548756506744,-0.2549590792323673,-0.28009230679588504,-2.7302358654364585,1.1881141533264912,0.22538737717313007,-0.4935830570221748,0.026248770814494705,-0.4622784902990486,-0.5442166183932319,-4.935830570221748,-0.3885534206675395,-0.8318980813411616,1
-0.2559801166021351,0.005814711692164171,-0.24710494561876828,-0.266740279652767,-2.559801166021351,-0.31086862706636376,-0.8977245072217142,-0.4903831047530309,0.024063992756964813,-0.46308655584571445,-0.5295097732477588,-4.903831047530309,-0.47608729174273773,-1.172038330384009,1
-0.23029709968566472,0.008482464302687405,-0.21490299780300964,-0.24317787881196767,-2.302970996856647,0.3211591220850791,-0.9226666271514361,-0.43669063794897783,0.018631027234006878,-0.3939452921766291,-0.4516266813717961,-4.3669063794897784,1.1525376201808557,0.09609048073444448,1
-0.19793806919763504,0.0057843974447229,-0.19134059696221145,-0.20940510427349054,-1.9793806919763504,-0.6144407015833179,-0.7053573759364102,-0.402747570926892,0.019741360478070312,-0.37293551902500083,-0.4364559846801488,-4.02747570926892,-0.38461451313557377,-1.0698136606603148,1
-0.21066176565166622,0.018295917243492582,-0.19134059696221145,-0.24317787881196767,-2.1066176565166623,-0.5189335741523871,-1.237047890689624,-0.4715373072236205,0.038917968986719176,-0.43820679664736784,-0.5569120351431488,-4.715373072236205,-1.119002000470927,-0.13586434772666944,1
-0.3056967823762198,0.029549083646232994,-0.254173665871007,-0.35077950931828067,-3.0569678237621978,0.23478125404614197,-0.9587664523199844,-0.5488710216777107,0.018941526413167882,-0.5044512618866744,-0.5709185555017341,-5.488710216777108,1.2575136917417282,0.5428547951479992,1
-0.31842047883025076,0.01891134464182844,-0.3012984675526044,-0.3586336429318797,-3.1842047883025075,-1.0029000398170855,-0.3648948612111398,-0.5435071622322611,0.014938227243496917,-0.514956148462489,-0.5630876389799461,-5.435071622322612,0.4200678158214576,-0.966092042281598,1
-0.3081315637964354,0.006074145438166902,-0.30208388091396365,-0.3193629748638824,-3.0813156379643543,-0.6515070792156276,-1.0015795714462483,-0.47072511177863596,0.03456295645597417,-0.4090614192567658,-0.5237147680766264,-4.70725111778636,0.26976713219432485,-0.8737058094446155,1
-0.3364849861415299,0.007357776515107823,-0.323290041670683,-0.3468524425114812,-3.3648498614152986,0.2864919170586819,-1.016791880399832,-0.35921094855305447,0.012993758040176568,-0.34183013630805564,-0.38805164118097163,-3.5921094855305444,-0.6294599981938855,0.10191896393675037,1
-0.3291806418808822,0.013731262993554792,-0.30758177444348384,-0.34842326923420075,-3.291806418808822,0.12828351728664247,-1.3543780904316436,-0.41712153307106614,0.03075456388099988,-0.3658958766426178,-0.44496903611832134,-4.171215330710662,0.7447821965022405,-1.1140241169088196,1
-0.303262000956004,0.0030266451891181627,-0.29972764082988373,-0.30758177444348384,-3.0326200095600395,-0.17299976536910006,-1.506444920586386,-0.4821899926524843,0.018691920308125567,-0.44496903611832134,-0.5203950428472245,-4.821899926524843,-0.12135398027421551,0.4297294681449011,1
-0.31669256943525903,0.008446024301300807,-0.3091526011662034,-0.33350041536836195,-3.1669256943525905,-0.8582162119131337,-0.7495244308934206,-0.4187677532828896,0.0543814968855983,-0.354117669586554,-0.5077891769865805,-4.187677532828896,-0.2253558169732484,-1.394502554744951,1
-0.3452030744526253,0.0024948467198138867,-0.338998308897881,-0.34842326923420075,-3.4520307445262532,1.3126725647410034,1.2301712732099856,-0.37666316071773775,0.01816779059593136,-0.34991571594106136,-0.40659208770798894,-3.7666316071773775,-0.01876671584730408,-1.1790193459244518,1
-0.35784822957052,0.004606568212690934,-0.35077950931828067,-0.3664877765454798,-3.5784822957052,-0.43715044143399656,-0.7065305570577833,-0.3231532598432617,0.05194306849707924,-0.2331113632304035,-0.38558230963219475,-3.231532598432617,0.4294086866086326,-1.221206881466528,1
-0.3824316677810864,0.010939824198441757,-0.3688440166295598,-0.40340220452939723,-3.824316677810864,-0.5891479198530317,-0.9358156961822792,-0.11293544169732435,0.0585475791452443,-0.029316530175277824,-0.20159669857879473,-1.1293544169732435,-0.32703594334049746,-1.2886882406118874,1
-0.43599685902583485,0.017748430459613246,-0.4081146846975571,-0.46073737990867364,-4.359968590258348,0.0968157296065285,-1.3380181992357523,0.07363137402503285,0.03395533467036185,0.10094408207664898,0.0021981344763309313,0.7363137402503285,-1.1325067906485469,-0.31768677231909503,1
-0.4740894070517923,0.007051245020926429,-0.46466444671547313,-0.4858706074721914,-4.740894070517923,-0.40132299931901255,-1.218725563238485,0.0604652463652124,0.013026061304614606,0.07573235035536215,0.03791475277343234,0.604652463652124,-0.5887908524542109,-1.3146224959923305,1
-0.4857920661360556,0.0034316362699429747,-0.48194354066539186,-0.4937247410857904,-4.857920661360556,-1.0961508552136627,0.3337871036838691,0.046828902181791504,0.0172921703231966,0.06432704549295447,0.013053183445588973,0.46828902181791504,-0.5299773117605664,-0.927880350263643,1
-0.48367145006038365,0.01345695266196595,-0.45523948637915346,-0.4984372212539503,-4.836714500603836,0.8195545023492259,-0.41234861171419945,0.06558763109418567,0.017439535633384677,0.09584171014456323,0.03941545155914309,0.6558763109418567,0.6302989162917794,-0.6145142187984063,1
-0.3808608410583666,0.03965684205997154,-0.3193629748638824,-0.4434582859587549,-3.808608410583666,0.020139181467073636,-1.2241116008140647,0.17612906908204662,0.052045334297621045,0.25491573218831864,0.08893849671512365,1.7612906908204662,-0.18951650624501679,-1.2244913388086693,0
-0.2587290633668949,0.030803427403448356,-0.20940510427349054,-0.30758177444348384,-2.5872906336689487,0.01165831746782627,-1.1604785328999556,0.2910811971118866,0.009156958299636067,0.2990362627005704,0.27707149672667153,2.9108119711188665,-0.561053818508936,-1.413883614902673,0
-0.21686653120640992,0.01190231692296725,-0.20547803746669102,-0.23925081200516815,-2.1686653120640993,-0.7833252178256647,-0.9623331332446736,0.3428320966380839,0.015461824826422575,0.3600601120011861,0.31804056077376275,3.428320966380839,-0.6776418348028239,-1.147508667088422,0
-0.2507963884171596,0.006981348469278508,-0.24082163872788773,-0.264384039568687,-2.507963884171596,-0.33836788814568475,-0.7363222459891121,0.3627313545594691,0.017860429026236153,0.39157477665279483,0.3411513132102203,3.6273135455946908,0.3704967223238512,-1.0681888523775143,0
